id,sale_warn,sale_warn_msg,use_parent_address,street,supplier,city,user_id:id,zip,title,function,country_id:id,company_id,type,email,is_company,website,lang/code,fax,street2,phone,ref,active,tz,customer,credit_limit,mobile,opt_out,eev_member,eev_number,eev_alarm,region_id:id,pobox_nr,pobox_zip,pobox_city,companytype,mailing_email,mailing,department,lastname,firstname
scenario.partner_90065,no-message,,FALSE,Zürcherstrasse 238,true,Frauenfeld ,,8500,,,base.ch,Swisslux AG,contact,,TRUE,www.rdv.ch,de_DE,,,,90065,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_2,,,,,,0,,galledia frauenfeld ag,
scenario.partner_90072,no-message,,FALSE,Im Langhag 11,true,Effretikon,,8307,,,base.ch,Swisslux AG,contact,info@theben-hts.ch,TRUE,,de_DE,+41 52 3551701,,+41 52 3551700,90072,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Theben HTS AG,
scenario.partner_90074,no-message,,FALSE,CH/LI DOM-REG,true,Zürich,,8001,,,base.ch,Swisslux AG,contact,helpdesk@nic.ch,TRUE,,de_DE,+41 44 2681588,Limmatquai 138,+41 44 2681580,90074,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,,,,,0,,SWITCH,
scenario.partner_90100,no-message,,FALSE,Sonnhalde,true,Grüningen,scenario.res_users_rhu,8627,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 44 9366162,,+41 44 9366161,90100,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,di Gallo Liegenschaften AG,
scenario.partner_90110,no-message,,FALSE,Ifangstrasse 1,true,Schlieren,,8952,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 44 7303580,,+41 44 7303440,90110,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_22,,,,,,0,,Grob Electronic AG,
scenario.partner_90112,no-message,,FALSE,Neumattstrasse 1,true,Aarau,scenario.res_users_mle,5001,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 62 8366768,,+41 62 8366767,90112,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_40,,,,,,0,,AZ Fachverlage AG,
scenario.partner_90152,no-message,,FALSE,Spezialdruckerei f. Computerform.,true,Volketswil,,8604,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 44 9475030,Zürcherstrasse 36,+41 44 9475020,90152,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Dataform AG,
scenario.partner_90153,warning,"siehe: 90153, Weisung f\'fcr die Rechnungsstellung, 11.11.05\fs17 




",FALSE,Freilagerstrasse 40,true,Zürich,scenario.res_users_dla,8047,,,base.ch,Swisslux AG,contact,,TRUE,www.siemens.ch,de_DE,0848 822 855,,+41 44 4954481,90153,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,8047,,,,0,,Siemens Schweiz AG,
scenario.partner_90155,no-message,,FALSE,Salinenstrasse 61,true,Pratteln,,4133,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 61 695 84 85,,+41 61 695 84 84,90155,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_14,125,4030,Basel-Flughafen,,,0,,Ziegler (Schweiz) AG,
scenario.partner_90160,no-message,,FALSE,Magdeburger Strasse 3,true,Rethen,scenario.res_users_rgl,30880,,,base.de,Swisslux AG,contact,info@lcn.de,TRUE,www.lcn.de,de_DE,+49 5066 998899,,+49 5066 9980,90160,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_8,,,,,,0,,ISSENDORFF Mikroelektronik GmbH,
scenario.partner_90178,no-message,,FALSE,Holzikofenweg 36,true,Bern,scenario.res_users_mle,3007,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 31 3233782,,+41 31 3226511,90178,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_17,,,,,,0,,Bundesamt für Bauten und Logistik BBL,
scenario.partner_90183,no-message,,FALSE,Flüelastrasse 12,true,Zürich,,8048,,,base.ch,Swisslux AG,contact,,TRUE,www.brieger.ch,de_DE,+41 44 9473222,,+41 44 4973232,90183,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,8010,,,,0,,Brieger Verpackungen AG,
scenario.partner_90195,warning,"
Achtung: Fax-Problem.......Bestellungen per E-Mail senden !!!!




",FALSE,Werkstrasse 17,true,Wetzikon,scenario.res_users_rhu,8622,,,base.ch,Swisslux AG,contact,info@pege.ch,TRUE,www.pege.ch,de_DE,+41 44 9302203,,+41 44 9301700,90195,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,567,8622,,,,0,,PeGe Werbetechnik AG,
scenario.partner_90199,no-message,,FALSE,Reinigungen und Unterhalt,true,Pfäffikon ZH,,8330,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,Dorfstrasse 31,+41 44 9500532,90199,true,Europe/Zurich,false,0,+41 79 2167222,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Richi Keel,
scenario.partner_90215,no-message,,FALSE,Messepl. 1,true,Basel,,4058,,,base.ch,Swisslux AG,contact,messe@messebasel.ch,TRUE,www.messebasel.ch,de_DE,+41 61 6862194,,+41 61 6862020,90215,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_14,,4005,,,,0,,MCH Messe Basel AG,
scenario.partner_90216,no-message,,FALSE,Hasenweg 10,true,Greifensee,,8606,,,base.ch,Swisslux AG,contact,info@promo.ch,TRUE,www.promo.ch,de_DE,+41 44 9401805,,+41 44 9406134,90216,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,10,8606,,,,0,,FEP Line GmbH,
scenario.partner_90220,no-message,,FALSE,und Verwaltungs AG,true,Schlieren,,8952,,,base.ch,Swisslux AG,contact,wohntraum@limmatag.ch,TRUE,,de_DE,+41 44 7557170,Schulstrasse 2,+41 44 7557171,90220,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_22,,,,,,0,,Limmat Bau- / Treuhand- ,
scenario.partner_90224,no-message,,FALSE,Hardturmstrasse 201,true,Zürich,,8021,,,base.ch,Swisslux AG,contact,,TRUE,www.viseca.ch,de_DE,+41 44 2008406,,+41 44 2008401,90224,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,,,,,0,,VISECA Card Services AG,
scenario.partner_90231,no-message,,FALSE,Glattalstrasse 521,true,Rümlang,,8153,,,base.ch,Swisslux AG,contact,,TRUE,www.hager-tehalit.ch,de_DE,+41 44 8177175,,+41 44 8177171,90231,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_9,277,8153,,,,0,,Hager AG,
scenario.partner_90233,no-message,,FALSE,Erlenstrasse 35 a,true,Brügg b. Biel,scenario.res_users_mle,2555,,,base.ch,Swisslux AG,contact,mail@precimation.ch,TRUE,,de_DE,+41 32 3666990,,+41 32 3666999,90233,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_35,,2555,,,,0,,Precimation AG,
scenario.partner_90244,no-message,,FALSE,Stiftung für Wohnen und Arbeiten,true,Oetwil am See,scenario.res_users_rhu,8618,,,base.ch,Swisslux AG,contact,spb@schloessli.ch,TRUE,,de_DE,+41 44 9298588,Bergstrasse 21,+41 44 9298502,90244,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,113,8618,,,,0,,Arbeitszentrum Sternwies,
scenario.partner_90249,no-message,,FALSE,PostFinance,true,Altendorf,scenario.res_users_dla,8852,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,Zürcherstrasse 104,,90249,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,,,,,0,,Die Schweizerische Post,
scenario.partner_90265,no-message,,FALSE,Holzhausen,true,Oetwil am See,scenario.res_users_rhu,8618,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 44 9292084,,+41 44 9291147,90265,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,J. Grimm AG,
scenario.partner_90266,no-message,,FALSE,Postfach,true,Zürich,,8021,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 44 8465881,,0800 66 88 66,90266,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_9,,,,,,0,,upc cablecom GmbH,
scenario.partner_90280,no-message,,FALSE,Speerweg 3,true,Oetwil am See,scenario.res_users_rhu,8618,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,+41 44 9291840,90280,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Sanitär Fuchs,
scenario.partner_90294,no-message,,FALSE,Dändlikon 8,true,Hombrechtikon,scenario.res_users_rhu,8634,,,base.ch,Swisslux AG,contact,info@schreinereigraf.ch,TRUE,www.schreinereigraf.ch,de_DE,+41 55 2441438,,+41 55 2441488,90294,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Schreinerei Graf AG,
scenario.partner_90296,no-message,,FALSE,Optoelectronics GmbH,true,Solingen,,42699,,,base.de,Swisslux AG,contact,info@zweibrueder.com,TRUE,,de_DE,+49 212 5948200,Kronenstrasse 5-7,+49 212 59480,90296,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Zweibrüder,
scenario.partner_90307,no-message,,FALSE,Brewster,true,NY,,10509,,,base.us,Swisslux AG,contact,sales@sonin.com,TRUE,www.sonin.com,en_US,+1 845 2778154,,001 800 223 7511,90307,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,SONIN Inc.,
scenario.partner_90329,no-message,,FALSE,Im Hanselmaa 18,true,Egg b. Zürich,scenario.res_users_rhu,8132,,,base.ch,Swisslux AG,contact,electronics@rhyner.ch,TRUE,,de_DE,+41 44 986 38 33,,+41 44 986 38 00,90329,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_18,,,,,,0,,Rhyner Fachhandel AG,
scenario.partner_90332,no-message,,FALSE,Poststelle,true,Oetwil am See,scenario.res_users_rhu,8618,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,Willikonerstrasse,+44 58 453 75 46,90332,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Die Schweizerische Post,
scenario.partner_90340,no-message,,FALSE,Industriestrasse 8,true,Oetwil am See,scenario.res_users_rhu,8618,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,+41 44 9290872,90340,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,ChemDry Brunilla,
scenario.partner_90342,no-message,,FALSE,Hauptstrasse 121a,true,Nidau,scenario.res_users_mle,2560,,,base.ch,Swisslux AG,contact,info@classicline.ch,TRUE,,de_DE,+41 32 3312252,,+41 32 3312282,90342,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_35,,,,,,0,,ClassicLine IT GmbH,
scenario.partner_90386,warning,"Bestellungen im Internet:
 
 Log-In: Swissluxag
 Passwort: standard





",FALSE,Gewerbestr. 5,true,Cham,scenario.res_users_dla,6330,,,base.ch,Swisslux AG,contact,,TRUE,www.kaiserkraft.ch,de_DE,+41 41 747 10 20,,+41 41 747 10 10,90386,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_31,,,,,,0,,KAISER+KRAFT AG,
scenario.partner_90389,no-message,,FALSE,Zürcherstrasse 2,true,Rapperswil SG,scenario.res_users_rhu,8640,,,base.ch,Swisslux AG,contact,support@hostpoint.ch,TRUE,www.hostpoint.ch,de_DE,+41 55 220 04 09,,+41 55 220 04 04,90389,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_18,,,,,,0,,Hostpoint GmbH,
scenario.partner_90397,no-message,,FALSE,Oberneuhofstrasse 5b,true,Baar,scenario.res_users_dla,6340,,,base.ch,Swisslux AG,contact,prime.info@winoffice.ch,TRUE,,de_DE,+41 41 7698001,,+41 41 7698000,90397,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_31,,,,,,0,,Winoffice AG,
scenario.partner_90408,no-message,,FALSE,Im Schlehert 20,true,Karlsruhe,scenario.res_users_rgl,76187,,,base.de,Swisslux AG,contact,info@ios-mediensysteme.de,TRUE,,de_DE,+49 721 78159826,,+49 721 78159820,90408,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_8,,,,,,0,,IOS Mediensysteme GmbH,
scenario.partner_90416,no-message,,FALSE,Esslingerstr. 2,true,Oetwil am See,scenario.res_users_rhu,8618,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 44 984 09 02,,+41 44 929 11 62,90416,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Peter Werner Bäckerei-Konditorei,
scenario.partner_90417,no-message,,FALSE,Reisebüro,true,Zürich,,8022,,,base.ch,Swisslux AG,contact,info@polyglott.ch,TRUE,www.polyglott.ch,de_DE,+41 44 2126177,Strehlgasse 20,+41 44 2156800,90417,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,,,,,0,,Polyglott Tours & Travel AG,
scenario.partner_90423,no-message,,FALSE,,true,Giubiasco,scenario.res_users_sgi,6512,,,base.ch,Swisslux AG,contact,info@elettroespo.ch,TRUE,www.elettroespo.ch,it_IT,+41 91 850 05 39,,+41 91 850 05 35,90423,true,Europe/Zurich,true,3000,,TRUE,FALSE,0,FALSE,scenario.region_24,Casella postale 842,6500,,,,0,,Elettroespo Sagl,
scenario.partner_90424,no-message,,FALSE,Bernstrasse 28,true,Urtenen-Schönbühl,scenario.res_users_mle,3322,,,base.ch,Swisslux AG,contact,,TRUE,www.eev.ch,de_DE,+41 31 3801015,,+41 31 3801010,90424,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_17,546,3000,,,,0,,Schweizerische Elektro-Einkaufs-Vereinigung / eev,
scenario.partner_90436,no-message,,FALSE,Industriespritzwerk,true,Wetzikon ZH,,8620,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 44 932 59 90,Zürcherstrasse 55,+41 44 932 43 68,90436,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,R. Poltera,
scenario.partner_90441,no-message,,FALSE,Schweiz. Lebensvers.- und Rentenanstalt,true,Zürich,,8002,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 43 2846311,General-Guisan-Quai 40,+41 43 2843311,90441,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,8022,,,,0,,Swiss Life,
scenario.partner_90442,no-message,,FALSE,Kaffeeweltstrasse 7,true,Niederbuchsiten,scenario.res_users_mle,4626,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 62 389 81 60,,+41 62 389 81 10,90442,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_15,,,,,,0,,Jura Vertrieb (Schweiz) AG,
scenario.partner_90473,no-message,,FALSE,Salzweg 16,true,Miesbach,,83714,,,base.de,Swisslux AG,contact,info@timerec.de,TRUE,www.timerec.de,de_DE,+49 8042 9789917,,+49 8042 9789915,90473,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Timerec GbR,
scenario.partner_90479,no-message,,FALSE,Möbelfabrikation,true,Amlikon,,8514,,,base.ch,Swisslux AG,contact,info@zurbuchen.com,TRUE,www.zurbuchen.com,de_DE,+41 71 6526033,Fabrikstrasse 2,+41 71 6526030,90479,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_4,,,,,,0,,Zurbuchen Söhne AG,
scenario.partner_90482,no-message,,FALSE,Merkurstrasse 45,true,Zürich,,8050,,,base.ch,Swisslux AG,contact,sekretariat@g-n-i.ch,TRUE,www.g-n-i.ch,de_DE,+41 43 2449968,,+41 43 2449967,90482,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,,,,,0,,GNI Gebäude Netzwerk Institut,
scenario.partner_90491,no-message,,FALSE,Lerzenstr. 20,true,Dietikon,,8953,,,base.ch,Swisslux AG,contact,,TRUE,www.sieber.ch,de_DE,+41 43 2554099,,+41 43 2554080,90491,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_22,,,,,,0,,Sieber Transport AG,
scenario.partner_90523,no-message,,FALSE,In der Au 6,true,Winterthur,scenario.res_users_rhu,8401,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,+41 52 2099191,90523,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_10,2179,8406,Winterthur,,,0,,OSRAM AG,
scenario.partner_90540,no-message,,FALSE,Pfingstweidstr. 101,true,Zürich,scenario.res_users_dla,8005,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 44 2785886,,+41 44 2785111,90540,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,8080,,,,0,,Genossenschaft Migros Zürich,
scenario.partner_90547,no-message,,FALSE,Roosstrasse 53,true,Wollerau,scenario.res_users_dla,8832,,,base.ch,Swisslux AG,contact,sales@conrad.ch,TRUE,,de_DE,+41 44 787 78 86,,+41 44 787 78 70,90547,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_16,,8080,,,,0,,Conrad Electronic AG,
scenario.partner_90565,no-message,,FALSE,Zürichstrasse 59,true,Einsiedeln,scenario.res_users_dla,8840,,,base.ch,Swisslux AG,contact,,TRUE,www.astorplast.ch,de_DE,+41 55 4187561,,+41 55 4187560,90565,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_16,,,,,,0,,ASTORplast AG,
scenario.partner_90621,warning,"Online-Bestellung
Ihre Email: info@swisslux.ch
Ihr Passwort. Swisslux\f1\fs17





",FALSE,Chemin Messidor 5,true,Lausanne,,1006,,,base.ch,Swisslux AG,contact,,TRUE,www.nespresso.com,fr_FR,0800 88 82 83,,0800 55 52 53,90621,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_29,,,,,,0,,Nestlé Nespresso S.A.,
scenario.partner_90669,no-message,,FALSE,Mönchaltorferstrasse 8,true,Egg b. Zürich,scenario.res_users_rhu,8132,,,base.ch,Swisslux AG,contact,papeterie.mueller@bluewin.ch,TRUE,,de_DE,,,+41 44 9841055,90669,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_18,,,,,,0,,Papeterie Müller,
scenario.partner_90682,no-message,,FALSE,Eichbühlstrasse 21,true,Oetwil am See,scenario.res_users_rhu,8618,,,base.ch,Swisslux AG,contact,info@eichbühl.ch,TRUE,,de_DE,+41 44 929 26 63,,+41 44 929 26 62,90682,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Garage Eichbühl,
scenario.partner_90689,no-message,,FALSE,Werdstrasse 24,true,Heiden,,9410,,,base.ch,Swisslux AG,contact,info@biberbeck.ch,TRUE,www.biberbeck.ch,de_DE,,,+41 71 8911778,90689,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_2,,,,,,0,,Bäckerei Konditorei Rohner,
scenario.partner_90694,no-message,,FALSE,Hinterbergstrasse 11,true,Cham,scenario.res_users_dla,6330,,,base.ch,Swisslux AG,contact,info@tokra-gmbh.ch,TRUE,www.tokra-gmbh.ch,de_DE,+41 41 7416566,,+41 41 7416565,90694,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_31,,,,,,0,,ToKra GmbH,
scenario.partner_90696,no-message,,FALSE,Zürcherstrasse 499,true,St. Gallen,,9015,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,+41 71 3100333,90696,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_2,,,,,,0,,Bäckerei - Konditorei Moor,
scenario.partner_90699,no-message,,FALSE,auto tcs,true,Basel,,4002,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,,90699,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_14,,,,,,0,,Basler Versicherungs-Gesellschaft,
scenario.partner_90713,no-message,,FALSE,Dornacherstrasse 377,true,Basel,scenario.res_users_rhu,4053,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 61 3330772,,+41 61 3330770,90713,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_14,Postfach,4018,,,,0,,Relux Informatik AG,
scenario.partner_90719,no-message,,FALSE,Steinerstr. 37,true,Bern,scenario.res_users_mle,3006,,,base.ch,Swisslux AG,contact,info@mkr.ch,TRUE,www.mkr.ch,de_DE,+41 31 3504051,,+41 31 3504050,90719,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_17,,,,,,0,,MKR Consulting AG,
scenario.partner_90722,warning,"
{\rtf1\deff0\nouicompat\splytwnine\htmautsp\plain\ql{\lang2055\langfe205



",FALSE,Carmenstrasse 28,true,Zürich,,8032,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,+41 44 2546900,90722,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,,,,,0,,JobCloud AG,
scenario.partner_90723,warning,"Benutzer Name: 2284563
PW: \lang2055\f1\fs24 xa7200
\lang1031\f0\fs17




",FALSE,,true,Zürich-Mülligen,,8010,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,0800 485 485,,0800 484 484,90723,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,8010,,,,0,,Lyreco AG,
scenario.partner_90731,no-message,,FALSE,Kunststoffwerk/Werkzeugbau,true,Euthal,scenario.res_users_dla,8844,,,base.ch,Swisslux AG,contact,info@silac.ch,TRUE,www.silac.ch,de_DE,+41 55 418 44 01,Euthalerstrasse 40,+41 55 418 44 00,90731,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_16,,,,,,0,,SILAC AG,
scenario.partner_90752,no-message,,FALSE,Steinerstrasse 37,true,Bern,scenario.res_users_mle,3006,,,base.ch,Swisslux AG,contact,info@minergie.ch,TRUE,www.minergie.ch,de_DE,+41 31 3504051,,+41 31 3504060,90752,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_17,,,,,,0,,Geschäftsstelle Minergie,
scenario.partner_90753,no-message,,FALSE,Erlenweg 12,true,Bennau,scenario.res_users_dla,8836,,,base.ch,Swisslux AG,contact,,TRUE,www.zehnder-telematik.ch,de_DE,+41 55 4221556,,+41 55 4221555,90753,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_16,,,,,,0,,Zehnder Telematik GmbH,
scenario.partner_90769,no-message,,FALSE,Heimiswilstrasse 18,true,Burgdorf,scenario.res_users_mle,3400,,,base.ch,Swisslux AG,contact,shm@shm.ch,TRUE,,de_DE,+41 34 4477374,,+41 34 4477373,90769,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_37,172,3402,Burgdorf,,,0,,SH Messebau AG,
scenario.partner_99901,no-message,,FALSE,Eggenbergstrasse 16,true,Aesch,scenario.res_users_rhu,8127,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,043 844 80 83,,+41 44 9419229,99901,true,Europe/Zurich,false,0,,TRUE,TRUE,12345678,TRUE,scenario.region_18,,,,,,1,,Glauser René,
